,Date,Month,Team1Site,Team2Site,Team1,Team1_Win_Precentage,Final1,Open1,Close1,ML1,Team1_Conf,Team1_AP_Rank,Team1_W,Team1_L,Team1_OSRS,Team1_DSRS,Team1_SRS,Team1_ScoringOff,Team1_ScoringDef,Team1_PassingOff,Team1_PassingDef,Team1_RushingOff,Team1_RushingDef,Team1_TotalOff,Team1_TotalDef,Team2,Team2_Win_Precentage,Final2,Open2,Close2,ML2,Team2_Conf,Team2_AP_Rank,Team2_W,Team2_L,Team2_OSRS,Team2_DSRS,Team2_SRS,Team2_ScoringOff,Team2_ScoringDef,Team2_PassingOff,Team2_PassingDef,Team2_RushingOff,Team2_RushingDef,Team2_TotalOff,Team2_TotalDef,Team1_Win,Total_Open,Total_Close,Spread_Open,Spread_Close,Team1_Point_Dif,Team1Cover,Over_Under
99,9/11/2010,9,H,V,Utah,0.7692307692307693,38,21.0,20.0,-1088,MWC,67.0,10.0,3.0,2.92,5.38,8.3,35.2,20.02,8.19,7.3,3.67,4.45,5.99,5.64,UNLV,0.15384615384615385,10,54.5,54.0,800,MWC,67.0,2.0,11.0,-6.25,-5.61,-11.86,21.27,36.37,6.73,8.3,2.02,6.18,4.24,6.68,1,54.5,54.0,-21.0,-20.0,28,1,U
100,9/11/2010,9,H,V,TennesseeU,0.46153846153846156,13,52.5,53.0,342,SEC ,67.0,6.0,7.0,-0.61,2.38,1.78,30.17,21.7,8.19,6.28,3.06,4.8,5.73,5.47,Oregon,0.9230769230769231,48,13.5,10.5,-398,Pac-10,3.0,12.0,1.0,13.04,8.5,21.54,51.13,14.36,8.43,5.29,5.28,4.28,6.68,4.71,0,52.5,53.0,13.5,10.5,-35,0,O
101,9/11/2010,9,H,V,Tulsa,0.7692307692307693,33,16.5,16.5,-693,CUSA ,24.0,10.0,3.0,8.93,-3.97,4.95,36.33,30.0,7.71,8.33,4.16,5.23,5.89,6.65,BowlingGreen,0.16666666666666666,20,60.0,62.0,545,MAC ,67.0,2.0,10.0,-7.3,-9.46,-16.76,18.15,36.89,5.68,7.48,1.13,6.67,3.72,6.8,1,60.0,62.0,-16.5,-16.5,13,0,U
102,9/11/2010,9,H,V,Texas,0.4166666666666667,34,28.0,27.5,-5513,Big 12 ,67.0,5.0,7.0,-2.82,4.53,1.71,25.17,20.28,6.46,6.08,3.19,4.46,4.94,4.84,Wyoming,0.25,7,48.0,51.0,3237,MWC,67.0,3.0,9.0,-6.56,-2.76,-9.31,20.19,29.49,7.26,7.47,2.62,5.76,4.8,6.17,1,48.0,51.0,-28.0,-27.5,27,0,U
103,9/11/2010,9,H,V,TexasA&M,0.6923076923076923,48,17.0,18.0,-855,Big 12 ,19.0,9.0,4.0,5.1,6.28,11.39,34.34,17.94,7.4,5.77,3.28,4.29,5.42,4.9,LouisianaTech,0.4166666666666667,16,63.0,59.5,645,WAC,67.0,5.0,7.0,0.5,-4.2,-3.7,26.22,29.51,6.33,7.39,3.17,5.54,4.8,6.29,1,63.0,59.5,-17.0,-18.0,32,1,O
104,9/11/2010,9,H,V,WashingtonU,0.5384615384615384,41,10.0,13.5,-485,Pac-10,67.0,7.0,6.0,2.45,3.11,5.55,30.41,22.93,7.46,6.6,4.2,5.17,5.79,5.57,Syracuse,0.6153846153846154,20,49.5,51.5,415,Big East,67.0,8.0,5.0,-2.91,4.22,1.3,23.04,21.43,6.41,6.18,3.35,4.64,4.84,5.22,1,49.5,51.5,-10.0,-13.5,21,1,O
105,9/11/2010,9,H,V,Ohio,0.6153846153846154,13,6.5,10.0,-380,MAC ,67.0,8.0,5.0,-2.3,-3.49,-5.79,21.89,30.57,7.35,8.11,3.16,5.27,4.84,6.41,Toledo,0.6153846153846154,20,52.5,52.5,330,MAC ,67.0,8.0,5.0,-0.69,-3.02,-3.7,25.97,31.07,6.84,6.88,3.23,5.24,4.96,5.95,0,52.5,52.5,-6.5,-10.0,-7,0,U
106,9/11/2010,9,H,V,Baylor,0.5384615384615384,34,16.5,14.5,-578,Big 12 ,67.0,7.0,6.0,3.47,-1.85,1.62,32.16,27.79,7.94,7.39,4.68,5.58,6.38,6.32,BuffaloU,0.16666666666666666,6,46.5,52.0,472,MAC ,67.0,2.0,10.0,-14.7,-4.5,-19.2,9.78,32.9,4.7,7.21,1.72,5.02,3.28,5.77,1,46.5,52.0,-16.5,-14.5,28,1,U
107,9/11/2010,9,H,V,Alabama,0.7692307692307693,24,9.5,14.5,-624,SEC ,10.0,10.0,3.0,4.12,14.19,18.31,39.34,9.36,9.79,5.37,4.6,3.96,6.93,4.53,PennState,0.5384615384615384,3,45.0,44.0,501,Big Ten,67.0,7.0,6.0,0.1,2.87,2.96,27.17,21.43,7.31,6.22,3.5,5.31,5.37,5.6,1,45.0,44.0,-9.5,-14.5,21,1,U
108,9/11/2010,9,H,V,CentralFlorida,0.7857142857142857,21,6.5,3.0,-152,CUSA ,21.0,11.0,3.0,-1.62,7.41,5.79,26.95,18.33,8.39,6.34,3.36,4.65,5.19,5.38,NCState,0.6923076923076923,28,51.0,52.5,138,ACC ,25.0,9.0,4.0,6.34,4.66,11.0,35.2,19.44,7.06,7.11,2.98,4.15,5.16,5.56,0,51.0,52.5,-6.5,-3.0,-7,0,U
109,9/11/2010,9,H,V,NewMexicoState,0.16666666666666666,21,50.0,51.0,415,WAC,67.0,2.0,10.0,-10.39,-7.74,-18.13,14.36,39.1,5.49,7.64,2.14,7.19,3.84,7.11,SanDiegoState,0.6923076923076923,41,10.5,14.0,-485,MWC,67.0,9.0,4.0,6.72,-0.66,6.07,34.26,24.41,9.07,6.08,3.36,5.01,6.33,5.53,0,50.0,51.0,10.5,14.0,-20,0,O
110,9/11/2010,9,H,V,SMU,0.5,28,13.5,11.0,-417,CUSA ,67.0,7.0,7.0,-3.05,1.01,-2.04,23.13,24.28,7.32,6.45,3.67,4.64,5.71,5.39,UAB,0.3333333333333333,7,56.0,55.0,358,CUSA ,67.0,4.0,8.0,-1.29,-7.91,-9.2,23.67,33.69,6.68,7.35,3.66,5.45,5.28,6.25,1,56.0,55.0,-13.5,-11.0,21,1,U
111,9/11/2010,9,H,V,NewMexico,0.08333333333333333,17,55.0,56.0,1725,MWC,67.0,1.0,11.0,-8.77,-9.0,-17.76,17.09,42.56,5.49,7.85,1.79,6.3,3.64,6.63,TexasTech,0.6153846153846154,52,23.0,25.0,-2775,Big 12 ,67.0,8.0,5.0,5.87,-2.82,3.06,33.93,28.75,7.01,7.32,3.29,5.28,5.45,6.13,0,55.0,56.0,23.0,25.0,-35,0,O
112,9/11/2010,9,H,V,Tulane,0.3333333333333333,13,49.5,50.0,839,CUSA ,67.0,4.0,8.0,-3.93,-9.5,-13.42,21.81,38.1,5.89,7.32,2.6,6.12,4.34,6.51,Mississippi,0.3333333333333333,27,21.0,21.0,-1136,SEC ,67.0,4.0,8.0,6.06,-7.88,-1.83,33.02,32.5,7.37,7.67,4.43,5.21,5.75,6.27,0,49.5,50.0,21.0,21.0,-14,1,U
113,9/11/2010,9,H,V,UCLA,0.3333333333333333,0,53.5,52.5,196,Pac-10,67.0,4.0,8.0,-2.55,3.18,0.62,26.24,22.33,5.9,6.44,3.75,5.75,4.82,5.84,Stanford,0.9230769230769231,35,8.0,6.0,-224,Pac-10,4.0,12.0,1.0,11.33,10.47,21.8,45.54,12.56,9.39,5.97,4.55,4.55,6.72,5.17,0,53.5,52.5,8.0,6.0,-35,0,U
114,9/11/2010,9,H,V,Nevada,0.9285714285714286,51,21.0,24.0,-2023,WAC,11.0,13.0,1.0,11.09,0.87,11.96,40.27,23.71,8.59,7.05,4.93,5.52,6.56,6.18,ColoradoState,0.25,6,56.0,57.5,1427,MWC,67.0,3.0,9.0,-8.99,-1.87,-10.86,17.45,33.64,6.98,8.41,2.38,6.24,4.77,6.84,1,56.0,57.5,-21.0,-24.0,45,1,U
115,9/11/2010,9,H,V,USC,0.6153846153846154,17,17.5,21.0,-1425,Pac-10,67.0,8.0,5.0,8.08,1.48,9.57,37.27,20.35,7.45,6.65,4.58,5.11,6.07,5.77,Virginia,0.3333333333333333,14,47.0,53.0,1075,ACC ,67.0,4.0,8.0,-1.1,-2.2,-3.29,26.23,27.87,7.2,7.57,3.1,5.94,5.24,6.43,1,47.0,53.0,-17.5,-21.0,3,0,U
116,9/11/2010,9,H,V,Kentucky,0.46153846153846156,63,24.5,24.5,-2775,SEC ,67.0,6.0,7.0,4.66,-2.78,1.88,33.55,27.13,7.8,6.94,4.07,5.22,6.0,5.83,WesternKentucky,0.16666666666666666,28,53.5,53.5,1725,Sun Belt,67.0,2.0,10.0,-7.0,-8.37,-15.37,19.23,36.18,5.59,7.47,3.02,6.25,4.25,6.57,1,53.5,53.5,-24.5,-24.5,35,1,O
117,9/11/2010,9,H,V,MichiganState,0.8461538461538461,30,29.0,26.0,-3700,Big Ten,14.0,11.0,2.0,4.4,5.51,9.91,31.79,21.05,8.36,6.29,3.63,4.76,5.88,5.5,FloridaAtlantic,0.3333333333333333,17,54.0,57.0,2300,Sun Belt,67.0,4.0,8.0,-11.47,-4.43,-15.9,13.06,32.79,7.18,7.74,1.73,5.76,4.41,6.26,1,54.0,57.0,-29.0,-26.0,13,0,U
118,9/11/2010,9,H,V,Arkansas,0.7692307692307693,31,34.0,33.5,-20825,SEC ,12.0,10.0,3.0,11.35,3.13,14.48,41.59,19.8,9.9,6.34,4.29,4.62,7.23,5.24,ULMonroe,0.4166666666666667,7,60.0,60.0,10675,Sun Belt,67.0,5.0,7.0,-7.5,-3.54,-11.04,17.51,33.78,6.58,7.14,1.91,5.36,4.23,6.04,1,60.0,60.0,-34.0,-33.5,24,0,U
119,9/11/2010,9,H,V,NorthTexas,0.25,31,3.5,3.5,-162,Sun Belt,67.0,3.0,9.0,-6.78,-7.4,-14.18,18.96,33.16,6.14,7.96,3.71,6.09,4.89,6.73,Rice,0.3333333333333333,32,55.0,57.5,148,CUSA ,67.0,4.0,8.0,0.06,-11.14,-11.08,25.62,38.35,7.11,8.74,2.63,4.88,4.68,6.65,0,55.0,57.5,-3.5,-3.5,-1,0,O
120,9/11/2010,9,H,V,ULLafayette,0.25,31,2.0,2.0,-122,Sun Belt,67.0,3.0,9.0,-6.93,-9.98,-16.92,18.3,38.64,6.56,7.8,1.75,5.46,4.37,6.38,ArkansasState,0.3333333333333333,24,52.0,51.5,108,Sun Belt,67.0,4.0,8.0,0.56,-8.01,-7.45,26.43,33.67,6.77,8.13,3.01,5.54,5.01,6.39,1,52.0,51.5,-2.0,-2.0,7,1,O
121,9/11/2010,9,H,V,OklahomaState,0.8461538461538461,41,7.5,14.0,-485,Big 12 ,13.0,11.0,2.0,15.1,1.53,16.62,45.46,22.96,8.54,5.97,4.08,4.53,6.55,5.17,Troy,0.6153846153846154,38,57.0,63.0,415,Sun Belt,67.0,8.0,5.0,2.19,-6.29,-4.1,29.37,34.0,7.03,7.7,3.15,5.8,5.31,6.51,1,57.0,63.0,-7.5,-14.0,3,0,O
122,9/11/2010,9,H,V,FloridaIntl,0.5384615384615384,14,48.0,47.5,444,Sun Belt,67.0,7.0,6.0,0.1,-4.81,-4.71,25.69,30.63,6.89,7.03,3.69,6.03,5.23,6.3,Rutgers,0.3333333333333333,19,20.0,14.5,-531,Big East,67.0,4.0,8.0,-3.75,-3.02,-6.76,22.79,27.92,7.38,8.03,2.06,5.11,4.44,6.31,0,48.0,47.5,20.0,14.5,-5,1,U
148,9/16/2010,9,H,V,NCState,0.6923076923076923,30,55.5,2.0,-130,ACC ,25.0,9.0,4.0,6.34,4.66,11.0,35.2,19.44,7.06,7.11,2.98,4.15,5.16,5.56,CincinnatiU,0.3333333333333333,19,1.5,54.5,110,Big East,67.0,4.0,8.0,1.2,-3.13,-1.93,30.94,28.16,7.44,7.72,4.18,4.73,5.91,5.89,1,55.5,54.5,-1.5,-2.0,11,1,U
149,9/17/2010,9,H,V,SouthernMiss,0.6153846153846154,31,4.5,5.0,-200,CUSA ,67.0,8.0,5.0,7.93,-6.14,1.79,32.94,30.88,6.59,7.55,3.62,4.76,5.08,6.1,Kansas,0.25,16,49.0,52.5,170,Big 12 ,67.0,3.0,9.0,-8.02,-0.59,-8.61,18.1,31.9,5.65,7.9,2.33,5.8,3.91,6.5,1,49.0,52.5,-4.5,-5.0,15,1,U
150,9/17/2010,9,H,V,Nevada,0.9285714285714286,52,63.0,67.0,125,WAC,11.0,13.0,1.0,11.09,0.87,11.96,40.27,23.71,8.59,7.05,4.93,5.52,6.56,6.18,California,0.4166666666666667,31,2.0,3.0,-145,Pac-10,67.0,5.0,7.0,-2.22,7.57,5.35,30.89,16.09,6.64,5.63,3.79,4.26,5.17,4.71,1,63.0,67.0,2.0,3.0,21,1,O
152,9/18/2010,9,H,V,WestVirginia,0.6923076923076923,31,13.5,10.0,-360,Big East,67.0,9.0,4.0,-0.85,10.36,9.51,27.52,13.9,7.42,6.06,3.42,3.78,5.23,4.81,Maryland,0.6923076923076923,17,47.0,45.0,300,ACC ,23.0,9.0,4.0,2.77,4.25,7.02,33.76,20.85,7.31,5.91,3.43,4.21,5.32,5.07,1,47.0,45.0,-13.5,-10.0,14,1,O
153,9/18/2010,9,H,V,KansasState,0.5384615384615384,27,5.5,4.0,-190,Big 12 ,67.0,7.0,6.0,8.07,-3.96,4.11,36.21,29.37,8.2,7.22,3.77,6.82,5.6,6.88,IowaState,0.4166666666666667,20,49.0,54.5,165,Big 12 ,67.0,5.0,7.0,-1.37,1.8,0.43,25.27,25.85,5.83,6.98,2.9,5.33,4.35,5.82,1,49.0,54.5,-5.5,-4.0,7,1,U
154,9/18/2010,9,H,V,Purdue,0.3333333333333333,24,16.5,16.5,-700,Big Ten,67.0,4.0,8.0,-5.98,0.8,-5.18,19.78,26.49,5.09,6.76,3.41,4.42,4.22,5.47,BallState,0.3333333333333333,13,51.0,47.5,500,MAC ,67.0,4.0,8.0,-6.59,-8.24,-14.83,17.31,36.87,5.43,8.41,2.98,6.14,4.12,6.92,1,51.0,47.5,-16.5,-16.5,11,0,U
155,9/18/2010,9,H,V,Illinois,0.5384615384615384,28,6.5,7.0,-300,Big Ten,67.0,7.0,6.0,5.51,2.26,7.77,33.39,21.7,6.94,6.62,4.15,4.65,5.26,5.55,NoIllinois,0.7857142857142857,22,47.5,45.5,250,MAC ,67.0,11.0,3.0,2.35,1.96,4.32,33.37,24.53,7.43,7.18,4.95,5.48,6.08,6.21,1,47.5,45.5,-6.5,-7.0,6,0,O
156,9/18/2010,9,H,V,Temple,0.6666666666666666,30,49.0,47.5,165,MAC ,67.0,8.0,4.0,-4.5,1.11,-3.39,21.97,25.49,7.02,6.82,3.09,5.25,4.84,5.78,Connecticut,0.6153846153846154,16,4.0,4.5,-190,Big East,67.0,8.0,5.0,0.12,1.52,1.63,28.39,23.59,5.59,6.69,3.99,4.94,4.82,5.72,1,49.0,47.5,4.0,4.5,14,1,U
157,9/18/2010,9,H,V,OhioState,0.9230769230769231,43,31.5,29.5,-10025,Big Ten,5.0,12.0,1.0,4.66,12.7,17.37,39.18,12.59,8.45,5.12,4.35,3.81,6.09,4.44,Ohio,0.6153846153846154,7,44.0,45.0,5475,MAC ,67.0,8.0,5.0,-2.3,-3.49,-5.79,21.89,30.57,7.35,8.11,3.16,5.27,4.84,6.41,1,44.0,45.0,-31.5,-29.5,36,1,O
158,9/18/2010,9,H,V,PennState,0.5384615384615384,24,21.0,21.0,-1329,Big Ten,67.0,7.0,6.0,0.1,2.87,2.96,27.17,21.43,7.31,6.22,3.5,5.31,5.37,5.6,KentState,0.4166666666666667,0,44.5,45.0,996,MAC ,67.0,5.0,7.0,-7.5,-1.32,-8.82,18.28,29.03,5.66,6.82,2.4,4.28,4.15,5.45,1,44.5,45.0,-21.0,-21.0,24,1,U
159,9/18/2010,9,H,V,NorthCarolina,0.6153846153846154,24,1.0,3.0,-150,ACC ,67.0,8.0,5.0,1.09,4.06,5.15,27.75,20.28,8.15,6.29,2.92,4.54,5.57,5.32,GeorgiaTech,0.46153846153846156,30,49.5,52.5,130,ACC ,67.0,6.0,7.0,0.55,0.24,0.8,27.54,24.55,6.61,7.08,4.68,5.52,5.46,6.1,0,49.5,52.5,-1.0,-3.0,-6,0,O
160,9/18/2010,9,H,V,Mississippi,0.3333333333333333,14,11.5,11.5,-450,SEC ,67.0,4.0,8.0,6.06,-7.88,-1.83,33.02,32.5,7.37,7.67,4.43,5.21,5.75,6.27,Vanderbilt,0.16666666666666666,28,43.0,43.0,350,SEC ,67.0,2.0,10.0,-10.4,0.82,-9.57,18.69,26.64,5.61,7.24,3.23,5.01,4.41,5.81,0,43.0,43.0,-11.5,-11.5,-14,0,U
161,9/18/2010,9,H,V,VirginiaTech,0.7857142857142857,49,17.0,20.0,-1098,ACC ,16.0,11.0,3.0,7.39,6.64,14.03,36.14,17.19,8.59,6.49,4.16,5.57,5.98,5.85,EastCarolina,0.46153846153846156,27,55.5,60.0,852,CUSA ,67.0,6.0,7.0,11.27,-15.75,-4.48,37.37,43.37,6.44,7.63,3.73,6.29,5.39,6.79,1,55.5,60.0,-17.0,-20.0,22,1,O
162,9/18/2010,9,H,V,Missouri,0.7692307692307693,27,15.0,14.5,-600,Big 12 ,18.0,10.0,3.0,3.09,10.89,13.98,32.25,13.9,6.96,5.84,3.78,5.32,5.47,5.43,SanDiegoState,0.6923076923076923,24,55.5,58.5,450,MWC,67.0,9.0,4.0,6.72,-0.66,6.07,34.26,24.41,9.07,6.08,3.36,5.01,6.33,5.53,1,55.5,58.5,-15.0,-14.5,3,0,U
163,9/18/2010,9,H,V,OklahomaState,0.8461538461538461,65,5.5,7.0,-270,Big 12 ,13.0,11.0,2.0,15.1,1.53,16.62,45.46,22.96,8.54,5.97,4.08,4.53,6.55,5.17,Tulsa,0.7692307692307693,28,65.0,69.5,230,CUSA ,24.0,10.0,3.0,8.93,-3.97,4.95,36.33,30.0,7.71,8.33,4.16,5.23,5.89,6.65,1,65.0,69.5,-5.5,-7.0,37,1,O
164,9/18/2010,9,H,V,Duke,0.25,13,57.0,57.0,1403,ACC ,67.0,3.0,9.0,2.64,-7.23,-4.59,29.26,34.35,7.05,8.36,2.72,5.48,5.1,6.63,Alabama,0.7692307692307693,62,23.5,23.5,-1977,SEC ,10.0,10.0,3.0,4.12,14.19,18.31,39.34,9.36,9.79,5.37,4.6,3.96,6.93,4.53,0,57.0,57.0,23.5,23.5,-49,0,O
165,9/18/2010,9,H,V,Colorado,0.4166666666666667,31,13.5,13.5,-550,Big 12 ,67.0,5.0,7.0,1.42,-0.68,0.75,27.53,26.8,6.99,7.71,2.67,4.87,4.86,6.03,Hawaii,0.7142857142857143,13,54.5,56.5,425,WAC,67.0,10.0,4.0,5.69,0.86,6.55,37.78,25.54,8.71,6.85,3.49,4.93,6.91,5.68,1,54.5,56.5,-13.5,-13.5,18,1,U
166,9/18/2010,9,H,V,FloridaState,0.7142857142857143,34,6.5,10.5,-400,ACC ,17.0,10.0,4.0,6.93,7.27,14.2,36.82,16.63,8.03,6.49,4.42,4.38,6.07,5.28,BYU,0.5384615384615384,10,60.5,59.0,320,MWC,67.0,7.0,6.0,-2.61,3.94,1.33,26.73,20.46,6.19,5.95,3.02,4.83,4.65,5.3,1,60.5,59.0,-6.5,-10.5,24,1,U
167,9/18/2010,9,H,V,MiamiOhio,0.7142857142857143,31,7.0,7.5,-300,MAC ,67.0,10.0,4.0,-6.14,0.27,-5.86,18.35,28.07,6.72,7.62,1.97,5.35,4.61,6.31,ColoradoState,0.25,10,47.0,46.0,250,MWC,67.0,3.0,9.0,-8.99,-1.87,-10.86,17.45,33.64,6.98,8.41,2.38,6.24,4.77,6.84,1,47.0,46.0,-7.0,-7.5,21,1,U
168,9/18/2010,9,H,V,TennesseeU,0.46153846153846156,17,48.0,44.0,390,SEC ,67.0,6.0,7.0,-0.61,2.38,1.78,30.17,21.7,8.19,6.28,3.06,4.8,5.73,5.47,Florida,0.6153846153846154,31,15.0,13.5,-490,SEC ,67.0,8.0,5.0,5.35,3.95,9.3,35.7,19.07,6.77,5.53,3.94,4.3,5.26,4.75,0,48.0,44.0,15.0,13.5,-14,0,O
169,9/18/2010,9,H,V,MinnesotaU,0.25,21,53.0,56.0,370,Big Ten,67.0,3.0,9.0,0.37,-5.43,-5.06,26.59,30.4,7.65,8.31,2.9,5.86,5.12,6.76,USC,0.6153846153846154,32,13.0,11.0,-470,Pac-10,67.0,8.0,5.0,8.08,1.48,9.57,37.27,20.35,7.45,6.65,4.58,5.11,6.07,5.77,0,53.0,56.0,13.0,11.0,-11,0,U
170,9/18/2010,9,H,V,SMU,0.5,35,21.0,23.5,-1668,CUSA ,67.0,7.0,7.0,-3.05,1.01,-2.04,23.13,24.28,7.32,6.45,3.67,4.64,5.71,5.39,WashingtonState,0.16666666666666666,21,56.0,53.0,1282,Pac-10,67.0,2.0,10.0,-2.04,-2.15,-4.2,25.98,28.86,8.16,7.79,2.2,6.06,5.14,6.57,1,56.0,53.0,-21.0,-23.5,14,0,O
171,9/18/2010,9,H,V,Wisconsin,0.8461538461538461,20,17.5,11.5,-450,Big Ten,7.0,11.0,2.0,9.19,4.83,14.02,42.36,19.25,9.48,6.41,4.63,5.04,6.39,5.58,ArizonaState,0.5,19,48.0,49.0,350,Pac-10,67.0,6.0,6.0,6.84,1.58,8.42,36.97,19.85,7.79,6.42,3.29,3.9,5.73,5.08,1,48.0,49.0,-17.5,-11.5,1,0,U
172,9/18/2010,9,H,V,WashingtonU,0.5384615384615384,21,54.0,51.0,130,Pac-10,67.0,7.0,6.0,2.45,3.11,5.55,30.41,22.93,7.46,6.6,4.2,5.17,5.79,5.57,Nebraska,0.7142857142857143,56,3.5,3.0,-150,Big 12 ,20.0,10.0,4.0,4.04,8.81,12.85,32.54,15.5,7.77,5.64,4.43,5.07,5.82,5.04,0,54.0,51.0,3.5,3.0,-35,0,O
173,9/18/2010,9,H,V,OregonState,0.4166666666666667,35,14.0,20.5,-1148,Pac-10,67.0,5.0,7.0,4.57,3.03,7.6,33.39,18.03,7.61,6.86,3.33,4.58,5.52,5.34,Louisville,0.5384615384615384,28,52.5,54.5,902,Big East,67.0,7.0,6.0,-2.23,4.94,2.71,27.19,20.05,6.75,6.48,4.29,5.02,5.49,5.48,1,52.5,54.5,-14.0,-20.5,7,0,O
174,9/18/2010,9,H,V,Oklahoma,0.8571428571428571,27,16.5,16.5,-800,Big 12 ,6.0,12.0,2.0,10.21,6.91,17.11,41.43,17.63,8.09,5.79,2.6,4.73,5.52,5.18,AirForce,0.6923076923076923,24,52.0,53.5,600,MWC,67.0,9.0,4.0,4.05,2.82,6.87,31.06,21.31,9.23,5.64,4.23,5.98,5.62,5.73,1,52.0,53.5,-16.5,-16.5,3,0,U
175,9/18/2010,9,H,V,EasternMichigan,0.16666666666666666,14,47.5,47.0,320,MAC ,67.0,2.0,10.0,-7.24,-11.83,-19.07,18.15,47.42,6.54,9.38,3.04,7.38,4.49,8.03,CentralMichigan,0.25,52,11.0,10.5,-400,MAC ,67.0,3.0,9.0,-5.37,-4.37,-9.74,20.99,29.23,6.69,6.86,1.73,5.79,4.51,6.24,0,47.5,47.0,11.0,10.5,-38,0,O
176,9/18/2010,9,H,V,TCU,1.0,45,21.0,21.5,-1425,MWC,2.0,13.0,0.0,5.64,12.32,17.96,41.33,12.25,8.98,4.78,4.26,4.42,6.23,4.49,Baylor,0.5384615384615384,10,52.0,56.0,1075,Big 12 ,67.0,7.0,6.0,3.47,-1.85,1.62,32.16,27.79,7.94,7.39,4.68,5.58,6.38,6.32,1,52.0,56.0,-21.0,-21.5,35,1,U
177,9/18/2010,9,H,V,BowlingGreen,0.16666666666666666,44,51.0,50.5,150,MAC ,67.0,2.0,10.0,-7.3,-9.46,-16.76,18.15,36.89,5.68,7.48,1.13,6.67,3.72,6.8,Marshall,0.4166666666666667,28,3.0,4.0,-170,CUSA ,67.0,5.0,7.0,-6.5,-3.23,-9.73,18.66,30.41,6.11,6.66,2.48,5.05,4.48,5.77,1,51.0,50.5,3.0,4.0,16,1,O
178,9/18/2010,9,H,V,LouisianaTech,0.4166666666666667,23,48.0,50.5,135,WAC,67.0,5.0,7.0,0.5,-4.2,-3.7,26.22,29.51,6.33,7.39,3.17,5.54,4.8,6.29,Navy,0.6923076923076923,37,2.5,3.0,-155,Ind,67.0,9.0,4.0,1.01,2.47,3.49,27.87,22.74,10.0,6.89,4.32,5.69,5.73,6.16,0,48.0,50.5,2.5,3.0,-14,0,O
179,9/18/2010,9,H,V,BuffaloU,0.16666666666666666,10,45.0,47.5,250,MAC ,67.0,2.0,10.0,-14.7,-4.5,-19.2,9.78,32.9,4.7,7.21,1.72,5.02,3.28,5.77,CentralFlorida,0.7857142857142857,24,8.5,7.5,-300,CUSA ,21.0,11.0,3.0,-1.62,7.41,5.79,26.95,18.33,8.39,6.34,3.36,4.65,5.19,5.38,0,45.0,47.5,8.5,7.5,-14,0,U
180,9/18/2010,9,H,V,Kentucky,0.46153846153846156,47,25.0,24.5,-2775,SEC ,67.0,6.0,7.0,4.66,-2.78,1.88,33.55,27.13,7.8,6.94,4.07,5.22,6.0,5.83,Akron,0.08333333333333333,10,52.0,52.5,1725,MAC ,67.0,1.0,11.0,-12.16,-9.38,-21.54,12.95,39.92,4.91,9.47,2.42,5.7,3.71,7.15,1,52.0,52.5,-25.0,-24.5,37,1,O
181,9/18/2010,9,H,V,WesternMichigan,0.5,24,2.5,3.5,-165,MAC ,67.0,6.0,6.0,-1.47,-2.63,-4.1,27.8,28.66,6.84,8.17,2.57,5.91,4.94,6.63,Toledo,0.6153846153846154,37,57.0,53.0,145,MAC ,67.0,8.0,5.0,-0.69,-3.02,-3.7,25.97,31.07,6.84,6.88,3.23,5.24,4.96,5.95,0,57.0,53.0,-2.5,-3.5,-13,0,O
182,9/18/2010,9,H,V,Auburn,1.0,27,6.5,7.5,-300,SEC ,1.0,14.0,0.0,16.15,4.52,20.66,46.36,18.58,10.6,6.13,5.84,3.94,7.52,5.19,Clemson,0.46153846153846156,24,53.5,55.0,250,ACC ,67.0,6.0,7.0,0.21,7.14,7.35,28.11,16.33,6.62,6.26,3.61,4.05,5.03,4.98,1,53.5,55.0,-6.5,-7.5,3,0,U
183,9/18/2010,9,H,V,TexasTech,0.6153846153846154,14,57.5,51.0,140,Big 12 ,67.0,8.0,5.0,5.87,-2.82,3.06,33.93,28.75,7.01,7.32,3.29,5.28,5.45,6.13,Texas,0.4166666666666667,24,4.0,3.0,-160,Big 12 ,67.0,5.0,7.0,-2.82,4.53,1.71,25.17,20.28,6.46,6.08,3.19,4.46,4.94,4.84,0,57.5,51.0,4.0,3.0,-10,0,U
184,9/18/2010,9,H,V,Rice,0.3333333333333333,13,54.5,54.5,210,CUSA ,67.0,4.0,8.0,0.06,-11.14,-11.08,25.62,38.35,7.11,8.74,2.63,4.88,4.68,6.65,Northwestern,0.5384615384615384,30,6.5,6.5,-250,Big Ten,67.0,7.0,6.0,0.9,-2.34,-1.44,26.55,28.98,7.85,6.71,2.81,6.29,4.95,6.42,0,54.5,54.5,6.5,6.5,-17,0,U
185,9/18/2010,9,H,V,LSU,0.8461538461538461,29,9.5,7.5,-300,SEC ,8.0,11.0,2.0,6.33,8.8,15.13,34.77,14.81,7.33,5.65,4.22,4.42,5.46,4.82,MississippiSt,0.6923076923076923,7,45.5,45.0,250,SEC ,15.0,9.0,4.0,0.13,8.98,9.11,30.03,14.39,8.49,5.95,3.92,3.91,5.58,4.95,1,45.5,45.0,-9.5,-7.5,22,1,U
